LAMMPS (24 Mar 2022)
Reading data file ...
  orthogonal box = (0 0 0) to (17.90955 17.90955 17.90955)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  365 atoms
  read_data CPU = 0.030 seconds
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6.450959
  ghost atom cutoff = 6.450959
  binsize = 3.2254795, bins = 6 6 6
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair adp, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 6.776 | 6.776 | 6.776 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
       803   75.855951     -1173.486       0             -1169.9169     -91105.248    
       804   75.358824     -1173.4626      0             -1169.9169     -91320.487    
       805   74.826882     -1173.4376      0             -1169.9169     -91532.9      
       806   74.260534     -1173.4109      0             -1169.9169     -91742.554    
       807   73.660288     -1173.3827      0             -1169.9169     -91949.518    
       808   73.026756     -1173.3528      0             -1169.9169     -92153.858    
       809   72.360653     -1173.3215      0             -1169.9169     -92355.649    
       810   71.662794     -1173.2887      0             -1169.9169     -92554.973    
       811   70.934093     -1173.2544      0             -1169.9169     -92751.905    
       812   70.175561     -1173.2187      0             -1169.9169     -92946.531    
       813   69.388309     -1173.1816      0             -1169.9169     -93138.934    
       814   68.573536     -1173.1433      0             -1169.9169     -93329.209    
       815   67.732535     -1173.1037      0             -1169.9169     -93517.447    
       816   66.866687     -1173.063       0             -1169.9169     -93703.744    
       817   65.977458     -1173.0211      0             -1169.9169     -93888.192    
       818   65.066398     -1172.9783      0             -1169.9169     -94070.897    
       819   64.135133     -1172.9345      0             -1169.9168     -94251.955    
       820   63.185365     -1172.8898      0             -1169.9168     -94431.469    
       821   62.218867     -1172.8443      0             -1169.9168     -94609.547    
       822   61.237479     -1172.7981      0             -1169.9168     -94786.283    
       823   60.243101     -1172.7513      0             -1169.9168     -94961.794    
       824   59.237692     -1172.704       0             -1169.9168     -95136.183    
       825   58.22326      -1172.6563      0             -1169.9168     -95309.552    
       826   57.201859     -1172.6082      0             -1169.9168     -95482.01     
       827   56.175584     -1172.5599      0             -1169.9168     -95653.662    
       828   55.146561     -1172.5115      0             -1169.9168     -95824.609    
       829   54.116945     -1172.463       0             -1169.9168     -95994.952    
       830   53.088907     -1172.4147      0             -1169.9168     -96164.793    
       831   52.064633     -1172.3665      0             -1169.9168     -96334.223    
       832   51.046312     -1172.3185      0             -1169.9168     -96503.339    
       833   50.036128     -1172.271       0             -1169.9168     -96672.236    
       834   49.036256     -1172.2239      0             -1169.9168     -96840.999    
       835   48.048849     -1172.1775      0             -1169.9168     -97009.717    
       836   47.07603      -1172.1317      0             -1169.9167     -97178.463    
       837   46.119888     -1172.0867      0             -1169.9167     -97347.317    
       838   45.18246      -1172.0426      0             -1169.9167     -97516.346    
       839   44.265735     -1171.9995      0             -1169.9167     -97685.612    
       840   43.371632     -1171.9574      0             -1169.9167     -97855.175    
       841   42.502        -1171.9165      0             -1169.9167     -98025.09     
       842   41.658607     -1171.8768      0             -1169.9167     -98195.397    
       843   40.843131     -1171.8384      0             -1169.9167     -98366.139    
       844   40.057154     -1171.8014      0             -1169.9167     -98537.345    
       845   39.302149     -1171.7659      0             -1169.9167     -98709.041    
       846   38.579482     -1171.7319      0             -1169.9167     -98881.242    
       847   37.890396     -1171.6995      0             -1169.9167     -99053.954    
       848   37.236012     -1171.6687      0             -1169.9167     -99227.175    
       849   36.617316     -1171.6396      0             -1169.9167     -99400.901    
       850   36.035163     -1171.6122      0             -1169.9167     -99575.115    
       851   35.490264     -1171.5865      0             -1169.9167     -99749.786    
       852   34.983189     -1171.5627      0             -1169.9167     -99924.88     
       853   34.51436      -1171.5406      0             -1169.9167     -100100.36    
       854   34.084052     -1171.5204      0             -1169.9167     -100276.16    
       855   33.69239      -1171.5019      0             -1169.9167     -100452.24    
       856   33.339348     -1171.4853      0             -1169.9167     -100628.51    
       857   33.024751     -1171.4705      0             -1169.9167     -100804.91    
       858   32.748279     -1171.4575      0             -1169.9167     -100981.35    
       859   32.509462     -1171.4463      0             -1169.9167     -101157.73    
       860   32.307689     -1171.4368      0             -1169.9167     -101333.95    
       861   32.142212     -1171.429       0             -1169.9167     -101509.91    
       862   32.012144     -1171.4229      0             -1169.9167     -101685.49    
       863   31.916472     -1171.4184      0             -1169.9167     -101860.57    
       864   31.854058     -1171.4155      0             -1169.9167     -102035.02    
       865   31.823647     -1171.414       0             -1169.9167     -102208.7     
       866   31.823874     -1171.414       0             -1169.9167     -102381.48    
       867   31.853271     -1171.4154      0             -1169.9167     -102553.21    
       868   31.910276     -1171.4181      0             -1169.9167     -102723.74    
       869   31.993239     -1171.422       0             -1169.9167     -102892.91    
       870   32.100433     -1171.4271      0             -1169.9167     -103060.57    
       871   32.230063     -1171.4332      0             -1169.9167     -103226.56    
       872   32.380274     -1171.4403      0             -1169.9167     -103390.71    
       873   32.549158     -1171.4482      0             -1169.9167     -103552.86    
       874   32.734769     -1171.4569      0             -1169.9167     -103712.85    
       875   32.935127     -1171.4664      0             -1169.9168     -103870.5     
       876   33.148231     -1171.4764      0             -1169.9168     -104025.64    
       877   33.372066     -1171.4869      0             -1169.9168     -104178.12    
       878   33.604612     -1171.4979      0             -1169.9168     -104327.76    
       879   33.843857     -1171.5092      0             -1169.9168     -104474.39    
       880   34.087799     -1171.5206      0             -1169.9168     -104617.87    
       881   34.334461     -1171.5322      0             -1169.9168     -104758.01    
       882   34.581895     -1171.5439      0             -1169.9168     -104894.66    
       883   34.828195     -1171.5555      0             -1169.9168     -105027.67    
       884   35.071499     -1171.5669      0             -1169.9168     -105156.89    
       885   35.31         -1171.5782      0             -1169.9168     -105282.16    
       886   35.541952     -1171.5891      0             -1169.9168     -105403.35    
       887   35.765678     -1171.5996      0             -1169.9168     -105520.32    
       888   35.979573     -1171.6097      0             -1169.9168     -105632.93    
       889   36.182116     -1171.6192      0             -1169.9168     -105741.07    
       890   36.371868     -1171.6282      0             -1169.9168     -105844.6     
       891   36.547485     -1171.6364      0             -1169.9168     -105943.43    
       892   36.707717     -1171.644       0             -1169.9168     -106037.43    
       893   36.851413     -1171.6507      0             -1169.9168     -106126.52    
       894   36.97753      -1171.6567      0             -1169.9168     -106210.6     
       895   37.085128     -1171.6617      0             -1169.9168     -106289.58    
       896   37.173383     -1171.6659      0             -1169.9168     -106363.4     
       897   37.241581     -1171.6691      0             -1169.9168     -106431.98    
       898   37.289124     -1171.6713      0             -1169.9168     -106495.26    
       899   37.315535     -1171.6726      0             -1169.9168     -106553.2     
       900   37.320451     -1171.6728      0             -1169.9169     -106605.74    
       901   37.303632     -1171.672       0             -1169.9169     -106652.85    
       902   37.264957     -1171.6702      0             -1169.9169     -106694.52    
       903   37.204425     -1171.6673      0             -1169.9168     -106730.71    
       904   37.122156     -1171.6635      0             -1169.9168     -106761.42    
       905   37.018387     -1171.6586      0             -1169.9168     -106786.65    
       906   36.893473     -1171.6527      0             -1169.9168     -106806.4     
       907   36.747883     -1171.6459      0             -1169.9168     -106820.7     
       908   36.582201     -1171.6381      0             -1169.9168     -106829.55    
       909   36.39712      -1171.6293      0             -1169.9168     -106832.99    
       910   36.193439     -1171.6198      0             -1169.9168     -106831.07    
       911   35.972061     -1171.6093      0             -1169.9168     -106823.82    
       912   35.733988     -1171.5981      0             -1169.9168     -106811.3     
       913   35.480315     -1171.5862      0             -1169.9168     -106793.57    
       914   35.212226     -1171.5736      0             -1169.9168     -106770.69    
       915   34.93099      -1171.5603      0             -1169.9168     -106742.73    
       916   34.637951     -1171.5466      0             -1169.9168     -106709.78    
       917   34.334528     -1171.5323      0             -1169.9168     -106671.92    
       918   34.0222       -1171.5176      0             -1169.9168     -106629.22    
       919   33.702506     -1171.5025      0             -1169.9168     -106581.79    
       920   33.377035     -1171.4872      0             -1169.9168     -106529.73    
       921   33.04742      -1171.4717      0             -1169.9168     -106473.13    
       922   32.715325     -1171.4561      0             -1169.9168     -106412.1     
       923   32.382446     -1171.4404      0             -1169.9168     -106346.76    
       924   32.050492     -1171.4248      0             -1169.9168     -106277.19    
       925   31.721187     -1171.4093      0             -1169.9168     -106203.53    
       926   31.396255     -1171.394       0             -1169.9168     -106125.87    
       927   31.077412     -1171.379       0             -1169.9168     -106044.34    
       928   30.766363     -1171.3643      0             -1169.9168     -105959.06    
       929   30.464786     -1171.3501      0             -1169.9167     -105870.13    
       930   30.174329     -1171.3365      0             -1169.9167     -105777.67    
       931   29.896602     -1171.3234      0             -1169.9167     -105681.8     
       932   29.633166     -1171.311       0             -1169.9167     -105582.64    
       933   29.38553      -1171.2993      0             -1169.9167     -105480.29    
       934   29.155139     -1171.2885      0             -1169.9167     -105374.87    
       935   28.943371     -1171.2785      0             -1169.9167     -105266.47    
       936   28.751528     -1171.2695      0             -1169.9167     -105155.22    
       937   28.580833     -1171.2615      0             -1169.9167     -105041.21    
       938   28.432421     -1171.2545      0             -1169.9167     -104924.54    
       939   28.307339     -1171.2486      0             -1169.9167     -104805.31    
       940   28.206536     -1171.2438      0             -1169.9167     -104683.61    
       941   28.130864     -1171.2403      0             -1169.9167     -104559.53    
       942   28.081074     -1171.2379      0             -1169.9167     -104433.16    
       943   28.057811     -1171.2368      0             -1169.9167     -104304.58    
       944   28.061616     -1171.237       0             -1169.9167     -104173.86    
       945   28.092923     -1171.2385      0             -1169.9167     -104041.07    
       946   28.152059     -1171.2413      0             -1169.9167     -103906.29    
       947   28.239242     -1171.2454      0             -1169.9167     -103769.58    
       948   28.354586     -1171.2508      0             -1169.9167     -103630.99    
       949   28.498102     -1171.2576      0             -1169.9167     -103490.58    
       950   28.669696     -1171.2656      0             -1169.9167     -103348.4     
       951   28.869175     -1171.275       0             -1169.9167     -103204.49    
       952   29.096251     -1171.2857      0             -1169.9167     -103058.9     
       953   29.350544     -1171.2977      0             -1169.9167     -102911.65    
       954   29.631583     -1171.3109      0             -1169.9167     -102762.79    
       955   29.938817     -1171.3253      0             -1169.9167     -102612.34    
       956   30.271614     -1171.341       0             -1169.9167     -102460.32    
       957   30.62927      -1171.3578      0             -1169.9167     -102306.76    
       958   31.011014     -1171.3758      0             -1169.9167     -102151.67    
       959   31.416013     -1171.3949      0             -1169.9167     -101995.07    
       960   31.843379     -1171.415       0             -1169.9167     -101836.96    
       961   32.292172     -1171.4361      0             -1169.9167     -101677.36    
       962   32.761414     -1171.4582      0             -1169.9167     -101516.26    
       963   33.250085     -1171.4812      0             -1169.9167     -101353.69    
       964   33.757137     -1171.505       0             -1169.9167     -101189.63    
       965   34.281496     -1171.5297      0             -1169.9167     -101024.08    
       966   34.822071     -1171.5551      0             -1169.9167     -100857.05    
       967   35.377755     -1171.5813      0             -1169.9167     -100688.52    
       968   35.947434     -1171.6081      0             -1169.9167     -100518.5     
       969   36.529992     -1171.6355      0             -1169.9167     -100346.98    
       970   37.124315     -1171.6635      0             -1169.9168     -100173.95    
       971   37.729296     -1171.6919      0             -1169.9168     -99999.406    
       972   38.343837     -1171.7209      0             -1169.9168     -99823.34     
       973   38.966857     -1171.7502      0             -1169.9168     -99645.742    
       974   39.597291     -1171.7798      0             -1169.9168     -99466.612    
       975   40.234096     -1171.8098      0             -1169.9168     -99285.946    
       976   40.876251     -1171.84        0             -1169.9168     -99103.729    
       977   41.522762     -1171.8704      0             -1169.9168     -98919.959    
       978   42.172662     -1171.901       0             -1169.9168     -98734.632    
       979   42.825011     -1171.9317      0             -1169.9168     -98547.74     
       980   43.478901     -1171.9625      0             -1169.9168     -98359.279    
       981   44.133451     -1171.9933      0             -1169.9168     -98169.25     
       982   44.787812     -1172.0241      0             -1169.9168     -97977.646    
       983   45.441166     -1172.0548      0             -1169.9168     -97784.47     
       984   46.092723     -1172.0855      0             -1169.9168     -97589.722    
       985   46.741723     -1172.116       0             -1169.9168     -97393.401    
       986   47.387435     -1172.1464      0             -1169.9168     -97195.51     
       987   48.029154     -1172.1766      0             -1169.9168     -96996.055    
       988   48.6662       -1172.2066      0             -1169.9168     -96795.047    
       989   49.297921     -1172.2363      0             -1169.9168     -96592.484    
       990   49.923686     -1172.2657      0             -1169.9168     -96388.374    
       991   50.542884     -1172.2949      0             -1169.9168     -96182.726    
       992   51.154927     -1172.3237      0             -1169.9168     -95975.545    
       993   51.759245     -1172.3521      0             -1169.9168     -95766.846    
       994   52.355284     -1172.3802      0             -1169.9168     -95556.639    
       995   52.942506     -1172.4078      0             -1169.9168     -95344.933    
       996   53.520389     -1172.435       0             -1169.9168     -95131.748    
       997   54.088423     -1172.4617      0             -1169.9168     -94917.093    
       998   54.646111     -1172.488       0             -1169.9168     -94700.985    
       999   55.192966     -1172.5137      0             -1169.9168     -94483.437    
      1000   55.728515     -1172.5389      0             -1169.9168     -94264.467    
Loop time of 0.549333 on 1 procs for 1000 steps with 365 atoms

Performance: 157.282 ns/day, 0.153 hours/ns, 1820.389 timesteps/s
99.3% CPU use with 1 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.53156    | 0.53156    | 0.53156    |   0.0 | 96.76
Neigh   | 0.0050128  | 0.0050128  | 0.0050128  |   0.0 |  0.91
Comm    | 0.0031135  | 0.0031135  | 0.0031135  |   0.0 |  0.57
Output  | 0.0069033  | 0.0069033  | 0.0069033  |   0.0 |  1.26
Modify  | 0.0018874  | 0.0018874  | 0.0018874  |   0.0 |  0.34
Other   |            | 0.0008573  |            |       |  0.16

Nlocal:            365 ave         365 max         365 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:           1336 ave        1336 max        1336 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:          12871 ave       12871 max       12871 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 12871
Ave neighs/atom = 35.263014
Neighbor list builds = 17
Dangerous builds = 0
Total wall time: 0:00:00
